ダウンロードした時刻：2024/01/3019:23:05

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄
2022/4/5,12.6,8,1,1.5,0,8,1,曇一時雨後晴,8,1,17.9,8,1,8.2,8,1,0,1,8,1,9.2,8,1,0,1,8,1,晴,8,1,16.7,8,1,3.5,8,1,8,0,8,1,13.4,8,1,0,1,8,1,晴後一時曇,8,1,19.6,8,1,7.4,8,1,0,1,8,1,9.7,8,1,0.0,8,1,,0,1,20.2,8,1,-1.7,8,1,0,8,1,19.5,8,1,0,1,8,1,晴,8,1,22.5,8,1,16.8,8,1,0,1,8,1
2022/4/6,15.5,8,1,0,1,8,1,曇後晴,8,1,21.8,8,1,10.6,8,1,0,1,8,1,5.1,8,1,1.0,0,8,1,曇時々雨後晴,8,1,7.6,8,1,2.5,8,1,0,1,8,1,16.3,8,1,0,1,8,1,薄曇一時晴,8,1,21.2,8,1,11.7,8,1,0,1,8,1,12.5,8,1,0.0,8,1,,0,1,19.7,8,1,5.4,8,1,0,8,1,20.3,8,1,0,1,8,1,曇後晴,8,1,23.7,8,1,18.7,8,1,0,1,8,1
2022/4/7,14.3,8,1,0,1,8,1,曇,8,1,19.2,8,1,10.9,8,1,0,1,8,1,5.1,8,1,0.0,0,8,1,薄曇,8,1,9.2,8,1,1.0,8,1,0,1,8,1,16.2,8,1,0.0,0,8,1,晴一時薄曇,8,1,21.1,8,1,10.9,8,1,0,1,8,1,11.9,8,1,0.0,8,1,,0,1,19.9,8,1,2.5,8,1,0,8,1,20.2,8,1,0,1,8,1,晴,8,1,23.2,8,1,17.3,8,1,0,1,8,1
2022/4/8,15.4,8,1,0,1,8,1,快晴,8,1,21.7,8,1,9.7,8,1,0,1,8,1,5.1,8,1,1.0,0,8,1,曇時々雨後晴,8,1,9.3,8,1,0.8,8,1,0,1,8,1,16.2,8,1,0,1,8,1,晴,8,1,21.1,8,1,12.3,8,1,0,1,8,1,12.6,8,1,0.0,8,1,,0,1,22.0,8,1,3.1,8,1,0,8,1,21.2,8,1,0,1,8,1,晴,8,1,24.4,8,1,18.7,8,1,0,1,8,1
2022/4/9,17.2,8,1,0,1,8,1,快晴,8,1,23.8,8,1,10.1,8,1,0,1,8,1,8.5,8,1,0.0,0,8,1,晴一時薄曇後一時雨,8,1,12.9,8,1,4.2,8,1,0,1,8,1,17.1,8,1,0,1,8,1,快晴,8,1,23.8,8,1,10.9,8,1,0,1,8,1,13.2,8,1,0.0,8,1,,0,1,23.4,8,1,3.0,8,1,0,8,1,21.9,8,1,0,1,8,1,晴,8,1,24.9,8,1,19.2,8,1,0,1,8,1
2022/4/10,19.6,8,1,0,1,8,1,快晴,8,1,26.8,8,1,13.0,8,1,0,1,8,1,10.0,8,1,0.5,0,8,1,曇一時雨,8,1,15.8,8,1,6.1,8,1,0,1,8,1,19.1,8,1,0,1,8,1,晴,8,1,25.9,8,1,13.3,8,1,0,1,8,1,15.1,8,1,0.0,8,1,,0,1,24.8,8,1,4.6,8,1,0,8,1,23.0,8,1,0.0,0,8,1,曇時々雨,8,1,25.6,8,1,21.4,8,1,0,1,8,1
2022/4/11,18.9,8,1,0,1,8,1,薄曇,8,1,24.7,8,1,13.8,8,1,0,1,8,1,11.8,8,1,0,1,8,1,晴後薄曇,8,1,19.9,8,1,7.0,8,1,0,1,8,1,18.6,8,1,0,1,8,1,曇一時晴,8,1,23.0,8,1,15.6,8,1,0,1,8,1,14.9,8,1,6.5,8,1,,0,1,19.1,8,1,8.6,8,1,0,8,1,24.2,8,1,0.0,0,8,1,晴時々曇一時雨,8,1,27.9,8,1,22.4,8,1,0,1,8,1
2022/4/12,20.0,8,1,0,1,8,1,快晴,8,1,25.6,8,1,15.4,8,1,0,1,8,1,11.8,8,1,0.5,0,8,1,曇,8,1,21.2,8,1,8.3,8,1,0,1,8,1,19.7,8,1,0,1,8,1,曇後晴,8,1,25.4,8,1,15.4,8,1,0,1,8,1,18.8,8,1,0.0,8,1,,0,1,24.1,8,1,14.2,8,1,0,8,1,24.0,8,1,0,1,8,1,晴,8,1,28.1,8,1,21.6,8,1,0,1,8,1
2022/4/13,20.8,8,1,0,1,8,1,薄曇,8,1,26.4,8,1,15.2,8,1,0,1,8,1,6.4,8,1,1.5,0,8,1,曇一時雨,8,1,8.5,8,1,4.5,8,1,0,1,8,1,21.0,8,1,0.0,0,8,1,曇時々晴,8,1,27.3,8,1,18.4,8,1,0,1,8,1,17.5,8,1,0.0,8,1,,0,1,23.9,8,1,9.8,8,1,0,8,1,24.0,8,1,0.0,0,8,1,晴時々曇,8,1,26.9,8,1,22.2,8,1,0,1,8,1
2022/4/14,12.3,8,1,4.0,0,8,1,雨,8,1,20.2,8,1,10.0,8,1,0,1,8,1,6.2,8,1,0,1,8,1,薄曇一時晴,8,1,10.9,8,1,4.0,8,1,0,1,8,1,20.0,8,1,6.0,0,8,1,曇一時雨,8,1,26.8,8,1,16.0,8,1,0,1,8,1,16.8,8,1,5.5,8,1,,0,1,20.4,8,1,14.8,8,1,0,8,1,24.1,8,1,0,1,8,1,晴時々曇,8,1,27.2,8,1,22.0,8,1,0,1,8,1
2022/4/15,10.1,8,1,19.5,0,8,1,雨,8,1,12.1,8,1,8.3,8,1,0,1,8,1,6.2,8,1,0,1,8,1,曇後晴,8,1,11.4,8,1,3.0,8,1,0,1,8,1,16.1,8,1,7.5,0,8,1,曇,8,1,18.4,8,1,13.5,8,1,0,1,8,1,14.5,8,1,0.0,8,1,,0,1,19.0,8,1,9.6,8,1,0,8,1,23.8,8,1,0.5,0,8,1,晴一時雨,8,1,27.2,8,1,21.9,8,1,0,1,8,1
2022/4/16,12.5,8,1,1.0,0,8,1,曇時々晴一時雨,8,1,20.2,8,1,8.0,8,1,0,1,8,1,7.7,8,1,0,1,8,1,快晴,8,1,12.3,8,1,4.1,8,1,0,1,8,1,13.5,8,1,0.0,0,8,1,晴一時曇,8,1,17.9,8,1,9.5,8,1,0,1,8,1,11.2,8,1,0.0,8,1,,0,1,17.7,8,1,5.9,8,1,0,8,1,21.4,8,1,0.0,0,8,1,晴,8,1,23.5,8,1,19.4,8,1,0,1,8,1
2022/4/17,13.7,8,1,0.0,0,8,1,曇,8,1,17.8,8,1,9.9,8,1,0,1,8,1,9.5,8,1,0.0,0,8,1,曇一時晴後一時雨,8,1,15.3,8,1,4.4,8,1,0,1,8,1,14.8,8,1,0,1,8,1,晴,8,1,23.3,8,1,8.4,8,1,0,1,8,1,11.8,8,1,0.0,8,1,,0,1,21.7,8,1,2.0,8,1,0,8,1,20.3,8,1,0,1,8,1,曇後一時晴,8,1,22.6,8,1,18.7,8,1,0,1,8,1
2022/4/18,14.3,8,1,28.5,0,8,1,曇時々雨,8,1,18.2,8,1,11.7,8,1,0,1,8,1,8.4,8,1,4.0,0,8,1,曇一時晴後雨,8,1,12.5,8,1,5.8,8,1,0,1,8,1,17.7,8,1,0,1,8,1,薄曇,8,1,22.4,8,1,13.4,8,1,0,1,8,1,12.6,8,1,0.0,8,1,,0,1,19.8,8,1,4.9,8,1,0,8,1,21.4,8,1,0,1,8,1,曇時々晴,8,1,25.1,8,1,17.0,8,1,0,1,8,1
2022/4/19,15.3,8,1,1.0,0,8,1,曇時々晴,8,1,20.9,8,1,10.6,8,1,0,1,8,1,8.7,8,1,0.0,0,8,1,晴,8,1,13.5,8,1,4.0,8,1,0,1,8,1,17.6,8,1,0,1,8,1,薄曇後一時晴,8,1,23.2,8,1,12.5,8,1,0,1,8,1,13.8,8,1,0.0,8,1,,0,1,22.5,8,1,5.1,8,1,0,8,1,21.0,8,1,1.5,0,8,1,曇時々雨,8,1,22.2,8,1,19.2,8,1,0,1,8,1
2022/4/20,12.2,8,1,1.5,0,8,1,曇時々雨,8,1,14.0,8,1,9.5,8,1,0,1,8,1,11.3,8,1,0,1,8,1,晴,8,1,18.9,8,1,5.3,8,1,0,1,8,1,18.2,8,1,0,1,8,1,晴,8,1,25.0,8,1,11.9,8,1,0,1,8,1,14.1,8,1,0.0,8,1,,0,1,24.0,8,1,3.9,8,1,0,8,1,22.2,8,1,0.0,0,8,1,曇一時晴,8,1,25.6,8,1,19.4,8,1,0,1,8,1
2022/4/21,16.4,8,1,8.5,0,8,1,薄曇,8,1,21.5,8,1,12.2,8,1,0,1,8,1,15.0,8,1,0,1,8,1,快晴,8,1,23.2,8,1,7.2,8,1,0,1,8,1,17.0,8,1,8.5,0,8,1,曇後雨,8,1,20.5,8,1,15.0,8,1,0,1,8,1,12.7,8,1,15.0,8,1,,0,1,15.6,8,1,9.8,8,1,0,8,1,24.0,8,1,2.5,0,8,1,晴時々曇一時雨,8,1,27.7,8,1,22.1,8,1,0,1,8,1
2022/4/22,19.2,8,1,29.0,0,8,1,晴時々曇,8,1,26.2,8,1,13.5,8,1,0,1,8,1,14.8,8,1,5.0,0,8,1,晴時々曇一時雨,8,1,21.5,8,1,11.1,8,1,0,1,8,1,18.5,8,1,0.0,0,8,1,晴一時曇,8,1,23.1,8,1,15.7,8,1,0,1,8,1,16.1,8,1,0.5,8,1,,0,1,22.6,8,1,11.3,8,1,0,8,1,25.3,8,1,0.0,0,8,1,曇時々晴一時雨,8,1,29.2,8,1,22.9,8,1,0,1,8,1
2022/4/23,20.8,8,1,0,1,8,1,曇時々晴,8,1,26.7,8,1,16.5,8,1,0,1,8,1,11.1,8,1,0.5,0,8,1,晴時々曇一時雨,8,1,15.1,8,1,6.5,8,1,0,1,8,1,20.1,8,1,0,1,8,1,曇一時晴,8,1,25.1,8,1,15.6,8,1,0,1,8,1,14.1,8,1,10.5,8,1,,0,1,17.1,8,1,10.5,8,1,0,8,1,25.4,8,1,0,1,8,1,曇後時々晴,8,1,28.2,8,1,23.9,8,1,0,1,8,1
2022/4/24,17.3,8,1,3.5,0,8,1,曇後雨,8,1,20.3,8,1,14.1,8,1,0,1,8,1,10.9,8,1,0,1,8,1,晴,8,1,16.7,8,1,5.0,8,1,0,1,8,1,17.6,8,1,15.0,0,8,1,雨一時曇,8,1,19.5,8,1,16.2,8,1,0,1,8,1,15.7,8,1,50.0,8,1,,0,1,18.1,8,1,14.1,8,1,0,8,1,24.1,8,1,20.5,0,8,1,晴時々雨、雷を伴う,8,1,28.0,8,1,20.9,8,1,0,1,8,1
2022/4/25,19.9,8,1,0,1,8,1,晴,8,1,26.6,8,1,13.0,8,1,0,1,8,1,12.0,8,1,0,1,8,1,晴時々薄曇,8,1,17.1,8,1,7.2,8,1,0,1,8,1,20.9,8,1,0,1,8,1,晴一時曇,8,1,27.4,8,1,17.0,8,1,0,1,8,1,19.7,8,1,0.0,8,1,,0,1,26.9,5,1,13.7,5,1,0,8,1,25.9,8,1,0.0,0,8,1,晴,8,1,29.6,8,1,23.3,8,1,0,1,8,1
2022/4/26,21.3,8,1,2.5,0,8,1,曇一時雨,8,1,23.6,8,1,17.9,8,1,0,1,8,1,13.7,8,1,0.0,0,8,1,薄曇,8,1,17.7,8,1,9.2,8,1,0,1,8,1,21.9,8,1,28.5,0,8,1,曇時々雨,8,1,26.1,8,1,18.1,8,1,0,1,8,1,21.5,8,1,111.5,8,1,,0,1,26.1,8,1,17.3,8,1,0,8,1,26.3,8,1,0.0,0,8,1,晴時々曇,8,1,29.0,8,1,24.8,8,1,0,1,8,1
2022/4/27,23.0,8,1,0.5,0,8,1,曇一時雨,8,1,27.7,8,1,18.9,8,1,0,1,8,1,12.2,8,1,0.0,0,8,1,晴一時雨,8,1,16.6,8,1,9.9,8,1,0,1,8,1,19.2,8,1,11.0,0,8,1,曇一時雨,8,1,23.8,8,1,13.7,8,1,0,1,8,1,20.5,8,1,7.0,8,1,,0,1,24.1,8,1,17.7,8,1,0,8,1,26.5,8,1,0.0,0,8,1,曇後時々晴,8,1,29.9,8,1,25.2,8,1,0,1,8,1
2022/4/28,16.9,8,1,0.0,0,8,1,曇後晴,8,1,21.1,8,1,14.2,8,1,0,1,8,1,10.4,8,1,0,1,8,1,晴後薄曇,8,1,13.0,8,1,7.8,8,1,0,1,8,1,18.7,8,1,0,1,8,1,晴一時曇,8,1,26.4,8,1,12.5,8,1,0,1,8,1,20.3,8,1,0.0,8,1,,0,1,26.2,8,1,16.0,8,1,0,8,1,26.7,8,1,0.0,0,8,1,晴一時曇,8,1,29.8,8,1,24.7,8,1,0,1,8,1
2022/4/29,12.9,8,1,40.0,0,8,1,雨一時曇,8,1,16.4,8,1,9.0,8,1,0,1,8,1,9.3,8,1,0,1,8,1,薄曇,8,1,12.4,8,1,5.4,8,1,0,1,8,1,15.9,8,1,34.5,0,8,1,大雨時々曇,8,1,20.5,8,1,11.6,8,1,0,1,8,1,15.5,8,1,48.0,8,1,,0,1,22.5,8,1,9.9,8,1,0,8,1,25.5,8,1,7.0,0,8,1,曇時々雨,8,1,29.2,8,1,22.7,8,1,0,1,8,1
2022/4/30,12.6,8,1,0,1,8,1,晴,8,1,18.4,8,1,7.4,8,1,0,1,8,1,11.0,8,1,0,1,8,1,快晴,8,1,17.0,8,1,6.2,8,1,0,1,8,1,15.8,8,1,0.0,0,8,1,晴,8,1,22.2,8,1,11.3,8,1,0,1,8,1,13.4,8,1,0.0,8,1,,0,1,20.1,8,1,7.2,8,1,0,8,1,23.0,8,1,0.0,0,8,1,曇,8,1,24.7,8,1,21.9,8,1,0,1,8,1
2022/5/1,12.7,8,1,12.0,0,8,1,曇後雨,8,1,16.8,8,1,10.8,8,1,0,1,8,1,8.3,8,1,0.5,0,8,1,雨時々曇,8,1,11.2,8,1,7.2,8,1,0,1,8,1,14.9,8,1,5.0,0,8,1,雨後曇,8,1,19.0,8,1,11.4,8,1,0,1,8,1,13.8,8,1,0.0,8,1,,0,1,18.6,8,1,8.7,8,1,0,8,1,21.3,8,1,0.5,0,8,1,曇時々雨,8,1,22.4,8,1,19.9,8,1,0,1,8,1
2022/5/2,13.3,8,1,1.0,0,8,1,曇一時晴,8,1,19.4,8,1,9.5,8,1,0,1,8,1,9.2,8,1,0.0,0,8,1,晴後雨時々曇,8,1,13.3,8,1,5.3,8,1,0,1,8,1,14.6,8,1,0.0,0,8,1,晴,8,1,20.6,8,1,9.5,8,1,0,1,8,1,12.9,8,1,0.0,8,1,,0,1,19.2,8,1,5.6,8,1,0,8,1,18.2,8,1,11.0,0,8,1,雨,8,1,20.1,8,1,16.4,8,1,0,1,8,1
2022/5/3,15.2,8,1,0,1,8,1,快晴,8,1,20.4,8,1,9.3,8,1,0,1,8,1,9.6,8,1,0.0,0,8,1,曇時々雨一時晴,8,1,13.9,8,1,5.5,8,1,0,1,8,1,15.6,8,1,0,1,8,1,晴,8,1,20.7,8,1,10.6,8,1,0,1,8,1,14.9,8,1,0.0,8,1,,0,1,22.0,8,1,8.5,8,1,0,8,1,21.6,8,1,0.0,0,8,1,曇後時々晴,8,1,24.8,8,1,18.0,8,1,0,1,8,1
2022/5/4,17.9,8,1,0,1,8,1,快晴,8,1,25.0,8,1,10.8,8,1,0,1,8,1,9.6,8,1,3.5,0,8,1,雨後時々晴、大風を伴う,8,1,14.6,8,1,6.8,8,1,0,1,8,1,17.9,8,1,0,1,8,1,晴後一時薄曇,8,1,23.7,8,1,11.5,8,1,0,1,8,1,15.1,8,1,0.0,8,1,,0,1,23.8,8,1,6.1,8,1,0,8,1,21.7,8,1,5.5,0,8,1,雨一時曇,8,1,22.8,8,1,21.0,8,1,0,1,8,1
2022/5/5,19.8,8,1,0,1,8,1,薄曇時々晴,8,1,26.3,8,1,13.6,8,1,0,1,8,1,12.1,8,1,0.0,0,8,1,晴,8,1,18.7,8,1,5.9,8,1,0,1,8,1,19.4,8,1,0,1,8,1,晴後一時薄曇,8,1,25.8,8,1,13.7,8,1,0,1,8,1,17.3,8,1,0.0,8,1,,0,1,23.1,8,1,11.2,8,1,0,8,1,22.9,8,1,29.5,0,8,1,雨時々曇,8,1,25.2,8,1,21.6,8,1,0,1,8,1
2022/5/6,19.5,8,1,0,1,8,1,薄曇,8,1,24.5,8,1,15.2,8,1,0,1,8,1,18.9,8,1,0,1,8,1,晴時々薄曇,8,1,27.4,8,1,11.1,8,1,0,1,8,1,20.3,8,1,0,1,8,1,曇後晴,8,1,26.4,8,1,16.4,8,1,0,1,8,1,17.1,8,1,0.5,8,1,,0,1,19.1,8,1,15.8,8,1,0,8,1,23.6,8,1,13.0,0,8,1,曇時々雨,8,1,26.4,8,1,21.6,8,1,0,1,8,1
2022/5/7,18.5,8,1,7.5,0,8,1,曇時々雨後一時晴,8,1,22.8,8,1,15.4,8,1,0,1,8,1,15.9,8,1,1.5,0,8,1,曇後雨,8,1,23.7,8,1,11.5,8,1,0,1,8,1,21.4,8,1,0.0,0,8,1,晴,8,1,26.9,8,1,15.8,8,1,0,1,8,1,19.8,8,1,0.0,8,1,,0,1,24.9,8,1,15.5,8,1,0,8,1,25.2,8,1,0.0,0,8,1,曇時々雨一時晴,8,1,28.4,8,1,23.4,8,1,0,1,8,1
2022/5/8,18.3,8,1,0.0,0,8,1,曇時々晴,8,1,22.5,8,1,16.2,8,1,0,1,8,1,11.2,8,1,0.0,0,8,1,晴時々雨,8,1,15.6,8,1,8.5,8,1,0,1,8,1,17.8,8,1,0,1,8,1,晴時々薄曇,8,1,23.9,8,1,13.4,8,1,0,1,8,1,19.6,8,1,0.0,8,1,,0,1,25.5,8,1,14.0,8,1,0,8,1,25.1,8,1,2.0,0,8,1,曇,8,1,26.9,8,1,23.8,8,1,0,1,8,1
2022/5/9,14.1,8,1,8.0,0,8,1,曇時々雨,8,1,17.3,8,1,11.2,8,1,0,1,8,1,13.9,8,1,0,1,8,1,晴,8,1,18.6,8,1,7.9,8,1,0,1,8,1,14.5,8,1,0.0,0,8,1,曇後雨,8,1,16.4,8,1,13.1,8,1,0,1,8,1,17.4,8,1,0.0,8,1,,0,1,21.1,8,1,15.4,8,1,0,8,1,24.6,8,1,0.0,0,8,1,曇,8,1,26.9,8,1,23.8,8,1,0,1,8,1
2022/5/10,16.5,8,1,0.5,0,8,1,薄曇一時晴,8,1,23.0,8,1,11.2,8,1,0,1,8,1,16.6,8,1,0,1,8,1,快晴,8,1,24.8,8,1,8.7,8,1,0,1,8,1,18.2,8,1,0,1,8,1,曇,8,1,25.4,8,1,11.5,8,1,0,1,8,1,16.9,8,1,0.0,8,1,,0,1,21.0,8,1,13.3,8,1,0,8,1,24.4,8,1,0.0,0,8,1,曇後時々晴,8,1,28.1,8,1,22.1,8,1,0,1,8,1
2022/5/11,18.7,8,1,0,1,8,1,薄曇後一時晴,8,1,24.6,8,1,13.0,8,1,0,1,8,1,18.8,8,1,0,1,8,1,晴,8,1,27.0,8,1,10.1,8,1,0,1,8,1,20.5,8,1,0.5,0,8,1,雨後晴一時曇,8,1,26.4,8,1,17.4,8,1,0,1,8,1,18.1,8,1,31.0,8,1,,0,1,21.6,8,1,15.8,8,1,0,8,1,25.4,8,1,3.0,0,8,1,曇一時雨,8,1,28.3,8,1,23.4,8,1,0,1,8,1
2022/5/12,19.4,8,1,2.0,0,8,1,曇後雨,8,1,25.0,8,1,16.3,8,1,0,1,8,1,17.4,8,1,0,1,8,1,晴時々曇,8,1,26.2,8,1,14.1,8,1,0,1,8,1,19.3,8,1,17.5,0,8,1,雨,8,1,20.5,8,1,18.3,8,1,0,1,8,1,18.8,8,1,6.0,8,1,,0,1,21.7,8,1,17.2,8,1,0,8,1,26.2,8,1,12.5,0,8,1,晴時々曇一時雨,8,1,29.3,8,1,23.1,8,1,0,1,8,1
2022/5/13,18.8,8,1,28.5,0,8,1,雨,8,1,20.6,8,1,17.3,8,1,0,1,8,1,15.0,8,1,3.0,0,8,1,曇一時雨,8,1,19.7,8,1,10.5,8,1,0,1,8,1,20.2,8,1,13.5,0,8,1,雨一時曇,8,1,21.9,8,1,18.3,8,1,0,1,8,1,18.9,8,1,27.5,8,1,,0,1,20.2,8,1,17.9,8,1,0,8,1,25.8,8,1,26.0,0,8,1,雨後時々曇,8,1,26.6,8,1,23.1,8,1,0,1,8,1
2022/5/14,21.8,8,1,9.5,0,8,1,雨後薄曇,8,1,25.6,8,1,19.6,8,1,0,1,8,1,14.9,8,1,0.0,0,8,1,曇時々雨後晴,8,1,22.2,8,1,8.4,8,1,0,1,8,1,19.7,8,1,8.5,0,8,1,曇後晴,8,1,23.4,8,1,15.3,8,1,0,1,8,1,17.3,8,1,0.5,8,1,,0,1,22.5,8,1,10.4,8,1,0,8,1,23.6,8,1,20.0,0,8,1,雨一時曇,8,1,24.4,8,1,22.9,8,1,0,1,8,1
2022/5/15,17.5,8,1,1.0,0,8,1,曇,8,1,19.9,8,1,14.7,8,1,0,1,8,1,13.1,8,1,0.0,0,8,1,晴後曇時々雨,8,1,18.6,8,1,8.6,8,1,0,1,8,1,17.2,8,1,0.0,0,8,1,曇,8,1,20.4,8,1,13.3,8,1,0,1,8,1,12.2,8,1,0.0,8,1,,0,1,16.8,8,1,7.4,8,1,0,8,1,22.1,8,1,24.5,0,8,1,雨時々曇,8,1,24.3,8,1,20.1,8,1,0,1,8,1
2022/5/16,14.5,8,1,7.5,0,8,1,雨時々曇,8,1,15.6,8,1,13.2,8,1,0,1,8,1,14.9,8,1,0,1,8,1,快晴,8,1,21.6,8,1,9.8,8,1,0,1,8,1,18.1,8,1,0,1,8,1,曇,8,1,22.1,8,1,14.6,8,1,0,1,8,1,14.5,8,1,0.0,8,1,,0,1,19.9,8,1,9.7,8,1,0,8,1,18.6,8,1,20.5,0,8,1,雨,8,1,20.5,8,1,17.9,8,1,0,1,8,1
2022/5/17,15.7,8,1,0.5,0,8,1,曇時々雨,8,1,18.2,8,1,13.7,8,1,0,1,8,1,16.1,8,1,0.0,0,8,1,晴後曇一時雨,8,1,24.4,8,1,9.7,8,1,0,1,8,1,18.8,8,1,0,1,8,1,曇,8,1,22.2,8,1,16.4,8,1,0,1,8,1,16.5,8,1,0.0,8,1,,0,1,24.6,8,1,10.6,8,1,0,8,1,19.6,8,1,20.0,0,8,1,雨後時々曇,8,1,21.2,8,1,17.9,8,1,0,1,8,1
2022/5/18,18.8,8,1,0,1,8,1,薄曇,8,1,24.9,8,1,13.4,8,1,0,1,8,1,17.5,8,1,0,1,8,1,快晴,8,1,23.5,8,1,11.6,8,1,0,1,8,1,20.7,8,1,0,1,8,1,晴一時薄曇,8,1,26.8,8,1,14.3,8,1,0,1,8,1,16.7,8,1,0.0,8,1,,0,1,25.7,8,1,7.7,8,1,0,8,1,22.9,8,1,0,1,8,1,薄曇時々晴,8,1,25.7,8,1,19.7,8,1,0,1,8,1
2022/5/19,20.5,8,1,0,1,8,1,晴後薄曇,8,1,26.6,8,1,14.2,8,1,0,1,8,1,16.0,8,1,0.0,0,8,1,曇一時晴,8,1,21.3,8,1,11.8,8,1,0,1,8,1,21.9,8,1,0,1,8,1,薄曇,8,1,27.5,8,1,15.8,8,1,0,1,8,1,16.8,8,1,0.0,8,1,,0,1,25.7,8,1,8.9,8,1,0,8,1,23.8,8,1,0.5,0,8,1,曇後一時雨,8,1,25.9,8,1,21.9,8,1,0,1,8,1
2022/5/20,21.2,8,1,0,1,8,1,薄曇,8,1,25.9,8,1,16.3,8,1,0,1,8,1,17.1,8,1,0.0,0,8,1,曇後晴一時雨,8,1,21.4,8,1,13.7,8,1,0,1,8,1,21.5,8,1,0,1,8,1,曇,8,1,25.1,8,1,18.0,8,1,0,1,8,1,16.1,8,1,0.0,8,1,,0,1,20.8,8,1,13.4,8,1,0,8,1,24.0,8,1,57.5,0,8,1,大雨後時々曇,8,1,25.2,8,1,23.0,8,1,0,1,8,1
2022/5/21,18.2,8,1,39.5,0,8,1,曇時々大雨,8,1,20.7,8,1,15.0,8,1,0,1,8,1,18.6,8,1,0,1,8,1,薄曇時々晴,8,1,24.0,8,1,12.3,8,1,0,1,8,1,19.8,8,1,0.0,0,8,1,曇時々雨,8,1,22.9,8,1,17.2,8,1,0,1,8,1,16.8,8,1,0.0,8,1,,0,1,22.8,8,1,12.4,8,1,0,8,1,24.2,8,1,0.0,0,8,1,曇時々晴,8,1,26.0,8,1,22.9,8,1,0,1,8,1
2022/5/22,19.0,8,1,1.5,0,8,1,曇時々晴,8,1,25.9,8,1,14.0,8,1,0,1,8,1,18.3,8,1,1.5,0,8,1,曇時々晴,8,1,22.7,8,1,14.5,8,1,0,1,8,1,21.2,8,1,2.0,0,8,1,晴,8,1,26.3,8,1,16.3,8,1,0,1,8,1,18.7,8,1,0.0,8,1,,0,1,26.7,8,1,10.1,8,1,0,8,1,24.3,8,1,0.0,0,8,1,晴,8,1,27.4,8,1,22.2,8,1,0,1,8,1
2022/5/23,19.6,8,1,0.5,0,8,1,晴一時曇,8,1,26.1,8,1,16.0,8,1,0,1,8,1,15.0,8,1,0.0,0,8,1,晴一時曇,8,1,21.7,8,1,11.5,8,1,0,1,8,1,22.4,8,1,0.0,0,8,1,晴後薄曇,8,1,28.1,8,1,18.1,8,1,0,1,8,1,18.6,8,1,0.0,8,1,,0,1,24.3,8,1,12.7,8,1,0,8,1,22.9,8,1,18.5,0,8,1,雨時々曇,8,1,24.5,8,1,20.1,8,1,0,1,8,1
2022/5/24,20.9,8,1,0,1,8,1,晴一時曇,8,1,26.2,8,1,16.5,8,1,0,1,8,1,13.6,8,1,0.5,0,8,1,曇一時霧雨,8,1,20.6,8,1,10.3,8,1,0,1,8,1,22.7,8,1,0,1,8,1,快晴,8,1,29.5,8,1,17.3,8,1,0,1,8,1,20.1,8,1,0.0,8,1,,0,1,28.9,8,1,13.0,8,1,0,8,1,23.7,8,1,21.5,0,8,1,雨一時曇,8,1,26.0,8,1,20.9,8,1,0,1,8,1
2022/5/25,21.8,8,1,0,1,8,1,薄曇一時晴,8,1,27.0,8,1,18.0,8,1,0,1,8,1,20.4,8,1,0,1,8,1,晴,8,1,27.0,8,1,13.2,8,1,0,1,8,1,23.8,8,1,0,1,8,1,晴一時薄曇,8,1,29.7,8,1,19.5,8,1,0,1,8,1,21.3,8,1,0.0,8,1,,0,1,27.9,8,1,16.0,8,1,0,8,1,24.1,8,1,11.5,0,8,1,曇時々雨,8,1,26.3,8,1,22.7,8,1,0,1,8,1
2022/5/26,21.6,8,1,0.0,0,8,1,薄曇,8,1,26.2,8,1,17.2,8,1,0,1,8,1,20.6,8,1,0,1,8,1,晴後薄曇,8,1,27.9,8,1,15.2,8,1,0,1,8,1,23.1,8,1,4.0,0,8,1,曇,8,1,28.3,8,1,19.5,8,1,0,1,8,1,18.6,8,1,25.0,8,1,,0,1,20.6,8,1,17.2,8,1,0,8,1,23.4,8,1,52.0,0,8,1,曇時々大雨,8,1,26.2,8,1,21.0,8,1,0,1,8,1
